BrukerID,Kjonn,Alder,Jobb,Postkode
1250,M,35,7,95765
1251,M,25,12,01864
1252,M,25,7,83405
1253,M,25,1,98115
1254,F,18,14,94110
1255,M,45,18,14701
1256,M,35,0,94109
1257,M,25,0,98661
1258,M,35,7,62234
1259,M,1,0,75244
1260,M,50,13,92120
1261,F,25,7,19806
1262,F,35,3,66210
1263,F,45,17,27616
1264,M,35,7,08876
1265,M,18,5,41018
1266,F,35,13,48105
1267,M,56,16,97478
1268,M,18,4,77005
1269,M,56,7,10023
1270,M,18,1,10977
1271,M,18,7,700
1272,M,35,18,85275
1273,F,25,2,91351
1274,M,50,12,87505
1275,M,25,20,95380
1276,M,50,13,58504
1277,M,35,7,20895
1278,M,25,0,90266
1279,M,25,12,60618
1280,M,50,13,53132
1281,M,18,1,55408
1282,M,25,7,94114
1283,M,18,20,728
1284,M,1,8,02254
1285,M,18,4,53715
1286,M,25,17,85016
1287,M,18,4,97333
1288,M,25,0,64106
1289,M,35,1,10012
1290,F,25,0,97205
1291,M,25,1,92101
1292,M,25,14,60614
1293,F,45,0,10022
1294,M,18,10,55303
1295,F,35,0,24018
1296,M,35,0,30741
1297,M,35,0,55405
1298,M,35,98,602
1299,M,45,7,37343
1300,F,25,0,28147
1301,F,25,2,43617
1302,F,18,4,68154
1303,M,1,10,07869
1304,F,35,5,44313
1305,M,18,4,30305
1306,M,25,3,60626
1307,M,50,13,55804
1308,M,18,4,90024
1309,F,25,0,24017
1310,M,50,0,20815
1311,F,18,4,02142
1312,M,25,14,27605
1313,F,35,18,21214
1314,F,18,4,49525
1315,M,18,10,48439
1316,F,45,1,43202
1317,F,25,0,98225
1318,M,35,5,08406
1319,M,35,0,55108
1320,F,25,0,35243
1321,M,35,11,507
1322,F,18,0,60156
1323,F,35,9,535
1324,M,25,0,06451
1325,M,35,7,85331
1326,F,1,11,10022
1327,M,50,0,98237
1328,M,35,17,55082
1329,M,56,17,80538
1330,M,35,6,95370
1331,M,25,12,55406
1332,F,50,7,94941
1333,M,56,0,04085
1334,M,35,5,95008
1335,M,25,7,49686
1336,M,25,2,55125
1337,F,25,7,60618
1338,M,25,6,23235
1339,M,35,7,27511
1340,M,56,13,63122
1341,F,18,20,15701-1348
1342,M,18,4,94704
1343,M,25,7,94105
1344,F,56,13,92407
1345,M,25,0,61615
1346,M,18,0,77341
1347,M,35,1,662
1348,M,56,17,22657
1349,M,50,7,60618
1350,F,18,4,94702
1351,F,18,4,91706
1352,M,25,14,94109
1353,M,50,0,94025
1354,M,35,11,40242
1355,F,35,0,04255
1356,M,45,0,23462
1357,M,35,0,08854
1358,F,18,0,95405
1359,M,35,7,55124
1360,M,25,4,70115
1361,F,35,2,97214
1362,M,45,16,98107-2117
1363,M,25,12,45241
1364,M,18,0,94523
1365,M,35,1,662
1366,M,56,5,06082
1367,M,25,12,94115
1368,M,18,4,80521
1369,M,35,0,27607
1370,M,35,2,55410
1371,F,50,13,94702
1372,F,45,12,85283
1373,M,18,12,97330
1374,M,25,20,75006
1375,M,25,20,645
1376,F,25,6,33076
1377,F,35,9,97520
1378,M,18,2,08820
1379,M,18,20,30605
1380,M,25,7,94041
1381,M,1,10,55427
1382,M,25,7,60115
1383,M,45,16,22652
1384,F,18,4,92612
1385,F,45,6,42406
1386,M,35,18,55448
1387,M,25,4,22903
1388,F,35,6,581
1389,M,1,10,60148
1390,F,25,12,94530
1391,M,25,11,55075
1392,M,25,17,91107
1393,F,25,4,48219
1394,M,25,4,57006
1395,M,35,0,08330
1396,M,25,1,14982
1397,M,25,0,539
1398,M,25,2,55103
1399,M,50,14,44614
1400,M,35,12,01944
1401,M,25,7,01850
1402,F,45,1,85259
1403,M,56,14,549
1404,F,45,2,14850
1405,M,56,7,491
1406,M,25,0,02148
1407,M,25,0,55121
1408,F,45,7,80304
1409,M,18,2,413
1410,M,56,1,49006
1411,M,18,17,90064
1412,M,35,1,22903
1413,M,50,11,33881
1414,M,56,1,49327
1415,F,25,16,77027
1416,M,50,1,48371
1417,M,25,0,06880
1418,M,35,1,54822
1419,M,25,1,97206
1420,M,18,10,530
1421,F,18,4,72227
1422,M,35,11,95125
1423,M,35,18,52001
1424,M,1,10,02818
1425,M,25,0,60611
1426,M,35,2,92115
1427,F,18,1,04240
1428,M,50,7,13203
1429,F,1,0,421
1430,F,25,0,92627
1431,M,56,7,08540
1432,M,50,0,60016
1433,M,25,7,55125
1434,M,25,20,02152
1435,M,35,12,95952
1436,F,25,0,23454
1437,M,35,16,11358
1438,M,50,1,45840
1439,M,25,7,85040
1440,F,18,6,92145
1441,M,50,6,647
1442,F,25,12,94131
1443,F,45,0,19802
1444,M,45,0,46804
1445,M,35,17,10025
1446,M,45,15,92880
1447,M,35,7,01940
1448,M,1,0,97222
1449,M,45,18,26101
1450,M,25,6,92014
1451,M,25,7,606
1452,M,25,4,33314
1453,M,18,4,89015
1454,M,25,0,92656
1455,M,25,15,62558
1456,F,25,6,97116
1457,M,25,7,23112
1458,F,25,20,24015
1459,F,35,1,23062
1460,F,35,1,98126
1461,F,1,0,90210
1462,M,25,12,46725
1463,M,25,12,56301
1464,F,35,9,06830
1465,M,25,12,769
1466,M,35,17,23451
1467,M,25,14,92614
1468,M,18,4,16101
1469,M,18,12,10021
1470,M,1,10,60613
1471,M,25,7,94306
1472,M,18,17,47901
1473,M,25,0,99163
1474,M,45,11,489
1475,M,1,10,90405
1476,F,35,6,48073
1477,M,50,17,16801
1478,M,25,0,60622
1479,M,25,2,837
1480,M,35,12,03062
1481,M,1,10,55305
1482,M,25,3,96813
1483,M,25,7,78757
1484,M,25,6,11598
1485,M,25,7,55555
1486,M,18,4,61820
1487,F,18,4,44106
1488,M,25,0,60640
1489,F,1,0,93940
1490,M,56,6,74105
1491,M,35,4,10036
1492,M,35,17,03824
1493,F,25,0,85207
1494,F,35,0,90004
1495,M,25,17,28262
1496,M,18,11,60614
1497,F,25,20,46835
1498,M,35,12,49508
1499,F,25,0,28304
1500,M,35,17,95610
1501,F,25,4,73160
1502,F,56,0,75001
1503,F,35,20,98119
1504,F,25,15,91360
1505,M,50,13,90210
1506,M,25,12,94114
1507,M,18,10,33024
1508,M,35,7,90210
1509,M,56,13,32806
1510,F,25,0,11024
1511,M,25,17,92126
1512,F,25,7,07067
1513,M,18,5,55104
1514,F,1,10,49512
1515,M,18,3,55107
1516,M,56,16,77079
1517,M,25,3,94117
1518,M,18,17,98121
1519,M,18,4,85013
1520,M,35,17,60103
1521,M,1,10,90004
1522,F,35,5,49424
1523,F,35,7,10023
1524,M,25,4,22030
1525,F,56,13,01234
1526,M,18,4,98225
1527,F,18,20,45202
1528,M,35,0,44280
1529,M,18,4,53703
1530,F,25,0,02452
1531,M,35,14,15241
1532,M,25,17,94117
1533,M,35,1,662
1534,M,25,12,04096
1535,M,1,17,97062
1536,M,35,17,55030
1537,M,35,14,55415
1538,M,18,19,40475
1539,M,25,16,80013
1540,M,35,17,11701
1541,M,25,0,98178
1542,M,45,2,90813
1543,M,18,0,44266
1544,M,25,7,94301
1545,F,45,1,33301
1546,F,18,20,60123
1547,M,25,16,90638
1548,M,45,16,94546
1549,M,35,17,30701
1550,M,50,0,30030
1551,M,25,14,95008
1552,M,25,0,20057
1553,M,25,98,81679
1554,M,18,4,76266
1555,M,45,16,48097
1556,M,18,1,67212
1557,M,56,0,74128
1558,M,18,0,94520
1559,M,18,4,457
1560,M,25,18,64055
1561,F,45,0,92106
1562,M,25,14,02460
1563,M,45,7,19118
1564,F,25,20,50111
1565,M,18,0,72202
1566,M,25,0,94133
1567,F,35,20,94118
1568,M,25,0,34952
1569,M,25,15,60513
1570,M,18,12,73112
1571,M,45,12,55001
1572,F,25,4,95616
1573,M,18,0,92612
1574,M,18,4,15213
1575,M,25,16,55406
1576,M,45,2,94102
1577,M,25,1,10003
1578,M,35,6,92111
1579,F,25,2,94133
1580,M,25,20,55455
1581,M,18,4,457
1582,M,35,14,33701
1583,M,45,6,02339
1584,M,35,1,55430
1585,M,25,18,53572
1586,F,1,10,04240
1587,F,25,20,93401
1588,F,45,12,92037
1589,F,35,20,777
1590,M,35,98,80401
1591,M,25,1,20912
1592,M,25,19,11414-2520
1593,M,25,3,64068
1594,M,35,7,14607
1595,M,25,11,20008
1596,M,18,4,40205
1597,M,25,7,94123
1598,F,18,0,94121
1599,F,25,9,32712
1600,F,35,16,80304
1601,F,25,14,02144
1602,M,35,1,56082
1603,M,56,7,12345
1604,M,35,4,53818
1605,M,25,4,77005
1606,M,25,16,528
1607,M,25,12,27514
1608,F,45,2,37923
1609,M,18,4,457
1610,M,35,17,77536
1611,F,25,14,94301
1612,M,25,14,17972
1613,F,45,0,65441
1614,M,25,14,28715
1615,M,45,7,49345
1616,M,25,0,14607
1617,M,25,7,76904
1618,M,50,13,55344
1619,M,35,3,93611
1620,M,35,7,46845
1621,M,25,1,92103
1622,M,45,7,92104
1623,M,45,15,63119
1624,F,25,14,60657
1625,F,25,2,94040
1626,F,50,7,629
1627,M,45,13,30030
1628,M,25,0,02134
1629,M,50,13,588
1630,M,56,1,04240
1631,M,45,0,92679
1632,F,45,6,78758
1633,M,25,12,14619
1634,F,25,0,60640
1635,M,25,4,30349
1636,F,18,19,60641
1637,F,45,20,04046
1638,M,18,12,90045
1639,F,35,7,66204
1640,M,18,12,98105
1641,M,25,16,10003
1642,M,25,7,85226
1643,F,25,7,95128
1644,M,25,7,97303
1645,M,25,20,02139
1646,F,25,12,55438
1647,M,25,0,74136
1648,F,25,3,07960
1649,M,18,4,45403
1650,F,25,7,75240
1651,M,25,2,98074
1652,M,35,1,92120
1653,F,56,1,14706
1654,M,18,4,55427
1655,M,18,7,700
1656,M,25,3,77006
1657,F,35,0,76109
1658,M,35,12,61614
1659,M,25,1,55403
1660,M,35,0,08902
1661,M,25,0,44691
1662,M,25,0,83001
1663,M,35,7,12110
1664,M,25,7,625
1665,M,1,10,11743
1666,M,25,17,48380
1667,M,18,4,85719
1668,M,25,0,27510
1669,M,18,20,43611
1670,M,25,98,08826
1671,F,35,7,07039
1672,M,18,4,10461-1301
1673,F,50,12,21133
1674,M,35,0,29063
1675,M,35,7,19406
1676,M,18,4,94703
1677,M,56,1,53705
1678,F,35,3,01545
1679,M,25,0,75010
1680,M,25,12,94062
1681,M,18,19,94111
1682,M,35,7,19004
1683,M,35,0,60089
1684,M,35,14,365
1685,M,35,11,38135
1686,M,25,18,58270
1687,M,50,16,91360
1688,M,25,4,98115
1689,M,25,3,77057
1690,M,35,14,30030
1691,M,50,7,92886
1692,F,45,7,99701
1693,M,18,0,60201
1694,M,25,5,80227
1695,M,25,15,94303
1696,M,45,1,557
1697,F,25,4,48823
1698,F,18,4,60047
1699,M,35,1,47933
1700,F,18,20,743
1701,M,25,0,43213
1702,M,50,0,200
1703,M,18,4,59715
1704,M,25,7,20170
1705,M,25,12,94086
1706,M,35,7,48103-8929
1707,M,1,10,02446
1708,M,18,4,64920
1709,F,1,0,45241
1710,M,25,17,438
1711,M,25,12,91106
1712,M,25,4,91911
1713,M,35,7,408
1714,F,25,0,87801
1715,M,18,4,10003
1716,F,25,6,479
1717,M,25,7,89128
1718,M,18,4,55105
1719,M,18,17,02118
1720,F,50,1,98499
1721,M,25,15,94550
1722,M,25,17,33314
1723,M,56,13,14215
1724,M,18,0,80513
1725,M,18,18,60435
1726,M,18,17,33186
1727,M,56,7,49423
1728,M,18,4,92833
1729,M,25,1,27713
1730,M,18,17,44406
1731,F,35,1,14619
1732,M,25,4,14623
1733,M,18,12,98105
1734,M,25,0,43223
1735,M,45,17,89108
1736,F,18,0,20009
1737,M,18,0,98765
1738,M,18,2,31401
1739,M,25,12,28227
1740,M,35,1,478
1741,M,35,16,11229
1742,M,35,12,55803
1743,M,18,98,02171
1744,M,25,0,20008
1745,M,18,4,457
1746,M,25,0,90293
1747,M,25,12,20009
1748,M,45,0,98201
1749,F,45,6,92117
1750,M,25,17,92122
1751,F,45,0,455
1752,M,35,17,12159
1753,M,45,14,85251
1754,M,18,2,413
1755,M,45,11,49265
1756,M,50,7,74137
1757,M,25,14,03054
1758,F,45,2,19033
1759,M,50,13,41076
1760,M,35,17,62034
1761,M,25,12,27713-9225
1762,M,50,0,72601
1763,M,25,17,98102
1764,M,25,17,22302
1765,F,56,1,06437
1766,F,35,11,79101
1767,F,25,16,91780
1768,F,35,9,02865
1769,M,45,17,80907
1770,F,25,7,92108
1771,F,50,0,87004
1772,M,25,0,22903
1773,M,35,1,60102
1774,M,45,0,42420
1775,M,35,0,675
1776,M,25,0,90505
1777,M,35,12,947
1778,M,25,2,07026
1779,M,25,1,57106
1780,M,50,17,07728
1781,M,35,15,77007
1782,M,25,14,46268
1783,M,25,12,341
1784,M,50,7,44313
1785,M,56,15,92119
1786,M,25,7,50310
1787,M,35,98,22923
1788,M,25,12,92024
1789,M,25,0,43202
1790,M,18,0,04915
1791,M,1,10,46324
1792,M,35,0,80027
1793,M,56,0,53061
1794,F,35,1,80302
1795,M,25,7,94117
1796,M,50,1,46077
1797,F,25,0,264
1798,M,18,1,02446
1799,M,45,7,01905
1800,M,1,10,60565
1801,M,25,0,22306
1802,M,25,17,98033
1803,M,25,14,60061
1804,M,50,0,10573
1805,M,56,1,90024
1806,M,18,1,43623
1807,M,25,20,645
1808,F,25,5,43229
1809,F,45,15,55446
1810,M,50,18,60516
1811,F,25,0,37203
1812,M,18,14,48185
1813,F,50,0,53092
1814,M,56,7,48114
1815,F,45,0,94114
1816,M,35,17,94114
1817,M,18,7,20037
1818,M,56,7,30097
1819,F,18,20,49321
1820,M,1,2,04101
1821,M,25,17,38111
1822,M,25,12,27513
1823,F,25,7,92120
1824,M,18,4,55455
1825,M,25,5,55447
1826,M,25,20,90012
1827,F,18,4,43402
1828,F,18,0,84101
1829,M,35,7,46825
1830,M,25,17,95825
1831,M,50,16,98516
1832,M,25,0,53213
1833,M,35,0,90049
1834,M,25,4,22902
1835,M,18,0,75149
1836,M,25,14,55438
1837,M,18,4,94507
1838,F,50,16,98257
1839,M,18,4,32607
1840,M,45,0,97214
1841,M,25,0,60614
1842,F,25,14,05345
1843,M,45,1,98029
1844,M,35,98,20795
1845,M,1,10,08035
1846,F,35,16,45238
1847,M,56,16,60610
1848,F,45,0,98103
1849,M,25,15,08876
1850,M,50,13,02125
1851,F,35,1,29070
1852,M,35,17,64153
1853,M,25,6,46807
1854,M,35,0,91006
1855,M,25,20,48009
1856,M,18,4,92602
1857,M,25,18,587
1858,M,35,17,92509
1859,M,25,17,57747
1860,M,18,0,76543
1861,M,25,12,60515
1862,F,25,3,41030
1863,F,25,0,76120
1864,M,18,4,06511
1865,F,25,0,94706
1866,F,56,13,97113
1867,F,35,1,91711
1868,F,25,14,21046
1869,M,18,16,55416
1870,M,18,12,55104
1871,M,45,1,37209
1872,M,45,1,53045
1873,M,18,10,64050
1874,M,45,6,750
1875,M,35,1,478
1876,M,18,98,75080
1877,F,18,4,552
1878,M,45,0,68144
1879,F,50,14,37922
1880,M,45,17,60185
1881,M,18,4,06430
1882,F,1,10,22932
1883,M,25,4,07030
1884,F,25,0,55408
1885,F,25,9,98632
1886,M,25,17,94107
1887,M,25,1,464
1888,M,18,0,37923
1889,M,18,4,56043
1890,F,50,16,07462
1891,M,45,7,20879
1892,M,25,16,98208
1893,M,25,0,49017
1894,M,25,4,94102
1895,M,45,11,90028
1896,M,25,14,98109
1897,F,50,1,78681
1898,F,18,3,22305
1899,F,25,0,90212
1900,F,25,0,264
1901,M,45,7,92503
1902,F,25,4,508
1903,M,45,7,03840
1904,M,25,16,30269
1905,M,18,4,02026
1906,F,56,13,60076
1907,F,50,1,14850
1908,M,25,15,94102
1909,F,25,17,97330
1910,F,18,20,55410
1911,M,35,16,10803
1912,F,35,7,642
1913,M,50,7,30066
1914,M,35,14,78267
1915,M,1,10,48655
1916,M,35,5,92801
1917,F,25,0,07701
1918,M,35,7,07040
1919,M,56,7,13212
1920,M,25,7,75089
1921,F,25,9,80538
1922,M,18,20,02446
1923,M,25,16,80206
1924,M,35,0,11201
1925,F,45,6,37766
1926,M,35,16,77550
1927,F,25,14,60657
1928,F,56,6,08753
1929,M,50,16,38122
1930,M,25,5,345
1931,M,50,0,49456
1932,M,18,5,43201
1933,M,25,2,678
1934,M,35,14,55129
1935,M,25,20,19083
1936,M,35,0,90026
1937,M,25,12,94110
1938,M,1,10,07652
1939,M,45,0,94114
1940,M,35,17,28208
1941,F,50,7,90291
1942,F,25,1,01562
1943,M,45,20,87505
1944,M,45,13,89109
1945,M,35,6,690
1946,M,25,5,92105
1947,M,25,0,45458
1948,M,25,14,55435
1949,F,25,7,94303
1950,M,25,20,29630
1951,M,1,19,73505
1952,M,35,5,19119
1953,F,18,3,33314
1954,F,18,10,27606
1955,M,18,4,97470
1956,F,50,20,50010
1957,M,25,17,01002
1958,M,25,11,55427
1959,F,50,18,20706
1960,F,56,3,48130
1961,F,35,0,30004
1962,M,35,0,60061
1963,M,35,0,98225
1964,M,25,20,111225
1965,M,45,17,87505
1966,M,18,4,64112
1967,M,25,7,02135
1968,M,45,14,55416
1969,F,50,1,75087
1970,M,35,0,32506
1971,F,50,0,10016
1972,M,25,12,60025
1973,F,1,19,14850
1974,M,25,7,20006
1975,M,35,0,60187
1976,M,25,4,77025
1977,M,25,12,30316
1978,F,18,4,02143
1979,M,25,12,94114
1980,F,18,4,94122
1981,M,18,15,90066
1982,M,35,7,408
1983,F,35,3,71111
1984,M,25,3,85013
1985,M,1,10,97801
1986,M,25,17,99709
1987,F,50,7,65712
1988,M,45,0,06804
1989,M,35,1,95003
1990,F,45,1,55407
1991,M,25,16,80126
1992,F,35,0,43230
1993,M,35,12,94025
1994,M,18,16,29404-2205
1995,M,18,4,01609
1996,M,25,20,55092
1997,M,56,13,01501
1998,M,18,12,55113
1999,F,50,7,13027
2000,M,45,14,55123
2001,M,25,17,67443
2002,M,18,4,07461
2003,F,25,98,11753
2004,F,25,0,92646
2005,M,56,13,34235
2006,F,25,16,94110
2007,M,18,14,25301
2008,F,25,20,32301
2009,F,18,4,11214
2010,M,18,0,57106
2011,M,1,10,63041
2012,F,25,7,92625
2013,M,1,10,60202
2014,M,18,0,73505
2015,F,35,17,90291
2016,M,25,7,606
2017,M,25,12,90717
2018,F,25,0,94403
2019,M,25,12,78731
2020,M,35,0,13045
2021,F,35,17,98036
2022,M,35,1,42718
2023,M,25,1,35401
2024,M,25,2,55116
2025,F,25,0,264
2026,M,56,12,43056
2027,M,18,4,19146
2028,M,1,10,03608
2029,M,25,3,60660
2030,M,50,16,80442
2031,M,25,17,61350
2032,M,25,12,94112
2033,M,25,0,84108
2034,M,50,17,07650
2035,F,35,16,796
2036,M,56,1,13077
2037,F,25,4,53951
2038,M,35,7,91107
2039,M,18,4,48867
2040,M,18,4,457
2041,M,45,14,12561
2042,M,25,4,97214
2043,M,1,10,08872
2044,M,35,12,95833
2045,M,18,4,64154
2046,F,25,7,21117
2047,F,18,4,02138
2048,M,50,1,20815
2049,F,35,6,44303
2050,M,35,14,01746
2051,F,18,0,20037
2052,F,18,4,78705
2053,F,18,1,33143
2054,M,45,7,573
2055,M,25,0,19010
2056,M,35,12,55082
2057,M,35,5,64801
2058,M,18,0,19152
2059,M,25,0,47933
2060,F,56,2,658
2061,F,25,1,79928
2062,M,25,0,10003
2063,M,35,14,94133
2064,M,35,0,66204
2065,F,45,0,49408
2066,F,18,4,22031
2067,M,18,0,94560
2068,F,25,4,91740
2069,M,1,0,08805
2070,M,35,7,90808
2071,M,35,7,60611
2072,F,45,2,31804
2073,M,35,14,10021
2074,M,50,17,16803
2075,M,50,11,07043
2076,M,35,0,60062
2077,M,56,16,03070
2078,M,25,17,95405
2079,M,50,17,96753
2080,M,25,4,53233
2081,M,18,17,92109
2082,M,56,1,85374
2083,M,25,7,94110
2084,M,45,0,48105
2085,M,25,5,43221
2086,F,35,6,54971
2087,F,18,16,80260
2088,M,25,17,99003
2089,M,25,7,72212
2090,F,18,4,02215
2091,M,45,1,24523
2092,M,1,0,02322
2093,M,56,1,03825
2094,M,25,0,95903
2095,M,25,1,45230
2096,M,25,7,33308
2097,M,35,16,92807
2098,F,25,0,19143
2099,M,35,14,94117
2100,M,25,0,61364
2101,M,25,0,59405
2102,F,1,0,421
2103,M,25,0,48105
2104,M,25,6,92130
2105,M,25,1,43214
2106,M,25,20,75801
2107,M,25,20,78746
2108,M,18,11,89170
2109,M,56,13,29449
2110,M,25,17,14830
2111,M,35,12,947
2112,M,18,2,60614
2113,M,25,15,85255
2114,M,25,20,30101
2115,M,45,98,20851
2116,M,35,1,45750
2117,F,1,0,421
2118,M,18,0,03052
2119,M,18,4,80521
2120,M,25,4,55369
2121,M,25,17,933
2122,M,18,4,44056
2123,M,25,7,40515
2124,M,56,98,32940
2125,F,45,2,27514
2126,F,25,6,84780
2127,F,18,14,22206
2128,M,25,7,11215
2129,M,50,16,12866
2130,F,1,10,90291
2131,M,25,0,66212
2132,F,35,14,55346
2133,M,18,4,70002
2134,M,45,0,14468
2135,M,35,6,11210
2136,F,18,4,06074
2137,M,45,16,75067
2138,M,35,0,60173
2139,M,25,4,90039
2140,F,50,6,97330
2141,M,1,10,04576
2142,M,18,0,65202
2143,M,25,6,48197
2144,M,35,7,30324
2145,M,45,5,77662
2146,M,18,12,53713
2147,F,35,12,72032
2148,F,45,0,94566
2149,M,25,20,98101
2150,M,56,13,72949
2151,M,25,0,60010
2152,M,35,7,55901
2153,M,25,2,678
2154,F,35,8,85712
2155,F,25,11,55409
2156,F,1,10,79605
2157,F,25,2,85719
2158,M,56,0,61704
2159,M,35,17,90035
2160,M,35,17,60477
2161,F,25,0,83355
2162,M,18,1,53703
2163,M,50,16,10023
2164,M,45,0,60482
2165,F,50,13,92119
2166,M,35,6,690
2167,M,56,0,92009
2168,M,35,20,491
2169,M,25,2,30606
2170,M,25,0,27403
2171,M,35,14,92025
2172,M,50,7,618
2173,M,25,0,17821
2174,M,25,0,02472
2175,F,50,17,504
2176,F,35,1,14618
2177,M,25,11,55555
2178,F,18,20,55104
2179,M,45,16,33334
2180,M,25,15,98103
2181,F,25,1,48198
2182,F,25,2,92629
2183,F,25,0,34744
2184,M,56,13,37923
2185,M,18,0,20878
2186,M,56,7,75041
2187,M,18,4,457
2188,F,35,1,02346
2189,F,25,1,30605
2190,F,45,7,490
2191,M,35,12,55122
2192,M,25,4,32653
2193,M,25,11,02143
2194,M,50,2,97210
2195,M,18,0,94111
2196,M,50,20,10543
2197,M,35,17,30303
2198,M,25,0,60153
2199,M,25,4,02457
2200,M,25,7,10019
2201,M,1,0,95451
2202,M,25,17,90245
2203,F,18,4,48135
2204,M,35,14,76401
2205,M,35,7,11767
2206,M,25,7,55441
2207,M,1,0,645
2208,M,1,0,92804
2209,F,35,2,48823
2210,M,35,17,55934
2211,F,18,0,81301
2212,M,25,20,72701
2213,M,18,4,11364
2214,F,35,17,85301
2215,M,25,11,48825
2216,M,50,13,02718
2217,M,1,19,48323
2218,M,45,16,60302
2219,M,25,0,10025
2220,M,18,4,52241
2221,M,25,17,97401
2222,F,25,1,32607
2223,M,25,12,94520
2224,M,45,16,55306
2225,M,35,0,04473
2226,M,35,3,97202
2227,M,25,14,10009
2228,F,35,0,55117
2229,M,25,7,625
2230,M,25,12,48130
2231,F,35,2,97401
2232,M,45,6,44131
2233,M,25,4,01604
2234,M,56,14,02468
2235,F,25,7,27514
2236,M,18,4,02871
2237,M,18,4,44074
2238,F,35,9,48302
2239,M,18,0,55129
2240,M,25,7,07030
2241,M,25,5,55057
2242,F,35,14,95051
2243,F,25,3,27606
2244,M,1,0,48133
2245,M,50,12,44286
2246,M,56,1,23608
2247,M,45,14,95002
2248,M,25,0,94305
2249,M,18,4,10027
2250,M,18,8,90210
2251,M,56,7,491
2252,M,25,2,92711-0571
2253,M,45,6,23452
2254,M,25,7,21030
2255,M,18,4,01040
2256,M,25,7,55411
2257,F,35,0,55303
2258,M,18,0,78626
2259,M,25,19,53711
2260,M,18,4,55455
2261,F,25,4,63119
2262,M,50,16,60060
2263,M,35,2,78766
2264,M,35,12,14619
2265,M,18,4,48197
2266,F,18,1,02144
2267,M,18,19,27028
2268,M,18,4,85282
2269,M,25,4,713
2270,M,18,4,76401
2271,M,56,0,93907
2272,M,50,11,92346
2273,M,56,0,78232
2274,M,50,0,02461
2275,M,56,7,06071
2276,M,1,10,54220
2277,M,18,4,96815
2278,F,25,1,04093
2279,M,25,2,10028
2280,M,35,0,46530
2281,M,45,17,94002
2282,F,1,10,02131
2283,F,56,6,45504
2284,F,50,0,46970
2285,M,25,6,77584
2286,M,35,2,20818
2287,M,25,15,06510
2288,M,45,0,90024
2289,M,35,0,16844
2290,M,25,11,02155
2291,M,50,0,05055
2292,M,50,0,43231
2293,M,50,17,501
2294,M,56,6,37922
2295,F,18,4,94611
2296,M,35,20,94107
2297,M,35,7,44125
2298,F,25,1,37153
2299,M,35,14,92084
2300,M,1,10,12159
2301,M,50,7,95008
2302,F,35,16,98133
2303,M,25,0,43229
2304,M,50,0,78704
2305,F,18,4,737
2306,F,25,2,75075
2307,M,35,15,92649
2308,M,18,4,10010
2309,M,35,7,37027
2310,M,25,17,83713
2311,M,18,4,12180
2312,M,35,0,90680
2313,M,25,0,46240
2314,F,25,2,55421
2315,M,35,12,37211
2316,M,35,2,03431
2317,M,35,6,92672
2318,F,18,4,48858
2319,M,25,0,10009
2320,M,25,0,94403
2321,M,25,4,46254
2322,M,25,4,01002
2323,M,25,1,95472
2324,M,35,15,91411
2325,M,25,1,53706
2326,F,45,0,11372
2327,M,25,20,91730
2328,M,56,0,13685
2329,F,45,0,19130
2330,M,25,7,91941
2331,M,35,17,78749
2332,M,25,12,769
2333,M,25,12,63043
2334,F,56,3,52003
2335,F,35,1,540
2336,M,50,11,66048
2337,F,25,0,55042
2338,M,45,6,65201
2339,F,45,1,11375
2340,F,56,16,98199
2341,F,25,7,33177
2342,M,45,6,66203
2343,F,35,0,44313
2344,M,50,16,77079
2345,M,18,0,55013
2346,M,25,7,94043
2347,F,45,0,08901
2348,M,35,0,15801
2349,M,18,17,60193
2350,M,18,4,77802
2351,M,25,17,77521
2352,M,18,12,55401
2353,F,35,12,91104
2354,M,25,0,53705
2355,F,25,4,92354
2356,F,35,9,02816
2357,M,35,2,48116
2358,M,25,17,90210
2359,M,56,12,94109
2360,M,25,0,60647
2361,M,18,12,97402
2362,F,50,3,34744
2363,M,25,0,98040
2364,M,56,20,55101
2365,M,25,17,88076
2366,M,25,18,80903
2367,F,25,3,12866
2368,M,25,14,55076
2369,M,35,3,77064
2370,M,18,0,19143
2371,M,25,0,70748
2372,M,18,4,97215
2373,M,1,10,77477
2374,M,25,12,22903
2375,M,35,1,07666
2376,F,35,7,30350
2377,M,35,1,49417
2378,M,50,13,33316
2379,M,18,4,94704
2380,M,35,20,94111
2381,M,25,12,32793
2382,M,25,7,32836
2383,M,35,7,10028
2384,M,25,7,10019
2385,M,35,2,19123
2386,F,45,0,14618
2387,M,18,4,11209
2388,M,45,15,81335
2389,F,25,0,90802
2390,M,25,0,66614
2391,F,18,4,90025
2392,F,25,0,97330
2393,M,25,4,07508
2394,M,18,17,53818
2395,M,35,0,94705
2396,M,35,1,60016
2397,M,25,17,75146
2398,M,25,7,02035
2399,M,18,4,95076
2400,M,45,1,01604
2401,M,25,17,74467
2402,M,25,0,539
2403,M,25,4,65804
2404,M,25,14,55305
2405,M,18,4,96744
2406,M,18,4,91301
2407,M,25,16,70507
2408,M,50,0,76054
2409,F,25,0,264
2410,M,25,0,10025
2411,M,25,0,539
2412,F,18,4,552
2413,M,56,2,91321
2414,F,25,4,02138
2415,M,18,2,44515
2416,M,35,5,70123
2417,M,25,4,97333
2418,M,25,2,98227
