FilmID,Tittel,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
739,Who's Harry Crumb? (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Sleepy Hollow (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
741,Beloved/Friend (Amigo/Amado) (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
742,Trick or Treat (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,Prom Night III: The Last Kiss (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,My Favorite Year (1982),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Fatal Instinct (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"Simple Twist of Fate, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
747,"Simple Wish, A (1997)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
748,"Kid in King Arthur's Court, A (1995)",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
749,Mat' i syn (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,"Outlaw Josey Wales, The (1976)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751,Private School (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Children of the Corn III (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,Lake Placid (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
754,"Fistful of Dollars, A (1964)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
755,Celtic Pride (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Tampopo (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Mystery Science Theater 3000: The Movie (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
758,Gendernauts (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
759,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
760,Parallel Sons (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
761,American Flyers (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,Benji the Hunted (1987),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Dead Presidents (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
764,Tin Cup (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
765,Auntie Mame (1958),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
766,Wing Commander (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
767,Marathon Man (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
768,Pacific Heights (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
769,Rain (1932),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,Light of Day (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
771,Passion Fish (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
772,Double Team (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Anna and the King (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
774,Beautiful (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
775,Inspector Gadget (1999),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"African Queen, The (1951)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
777,Slaves to the Underground (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
778,Pretty in Pink (1986),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
779,In the Army Now (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
780,My Man Godfrey (1957),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Swamp Thing (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
782,Bustin' Loose (1981),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Iron Eagle IV (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
784,Ashes of Time (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785,Universal Soldier: The Return (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
786,Airport 1975 (1974),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
787,Illtown (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
788,It's My Party (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
789,Lost & Found (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
790,Moonstruck (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Armageddon (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
792,Mommie Dearest (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,"Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
794,Practical Magic (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
795,"Sheltering Sky, The (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
796,Downhill (1927),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
797,"Goodbye, Lover (1999)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
798,Somewhere in the City (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
799,Waiting to Exhale (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
800,24 7: Twenty Four Seven (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
801,Walkabout (1971),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
802,Contact (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
803,Brighton Beach Memoirs (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Outside Providence (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
805,For Ever Mozart (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
806,"Other Side of Sunday, The (Søndagsengler) (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
807,Night Falls on Manhattan (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
808,"Gods Must Be Crazy, The (1980)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Wisdom (1986),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,Shadowlands (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
811,"Big Chill, The (1983)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
812,Chicken Run (2000),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Breathless (1983),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
814,Wings of Desire (Der Himmel über Berlin) (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
815,I Got the Hook Up (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Death Wish V: The Face of Death (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
817,Romper Stomper (1992),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
818,American Pop (1981),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
819,Century (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
820,Jerry & Tom (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
821,Black Dog (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
822,Intimate Relations (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Twister (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
824,"Odd Couple, The (1968)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Stranger in the House (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
826,"Law, The (Le Legge) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
827,"Fox and the Hound, The (1981)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Matewan (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
829,Escape from the Planet of the Apes (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
830,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
831,"Saint, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
832,Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
833,One Night Stand (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
834,"Good Man in Africa, A (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,High Art (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
836,Beyond Bedlam (1993),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
837,Lilian's Story (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838,Father of the Bride Part II (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
839,House Arrest (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
840,"Bells, The (1926)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
841,"Collectionneuse, La (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
842,I Married A Strange Person (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Sleepless in Seattle (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
844,"Gods Must Be Crazy II, The (1989)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Mr. & Mrs. Smith (1941),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Eat Drink Man Woman (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
847,"Howling, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
848,Serial Mom (1994),0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
850,American Buffalo (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,"Thing From Another World, The (1951)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
852,Koyaanisqatsi (1983),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
853,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
854,Little Big Man (1970),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
855,Stargate (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856,"Buddy Holly Story, The (1978)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,Hugo Pool (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
858,Digging to China (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,Duets (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
860,Ride (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
861,Radio Days (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
862,"Spiral Staircase, The (1946)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863,Body Shots (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
864,As Good As It Gets (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
865,Shakespeare in Love (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
867,Arguing the World (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
868,Tigerland (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
869,Citizen Kane (1941),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
870,"Commitments, The (1991)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
871,Monsieur Verdoux (1947),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
872,"Next Best Thing, The (2000)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
873,"Firm, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
874,"13th Warrior, The (1999)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
875,Romeo and Juliet (1968),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
876,"Jackal, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
877,Pushing Tin (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
878,"Breakfast Club, The (1985)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
879,From the Hip (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,Money Train (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Dancing at Lughnasa (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,Blue Chips (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
884,Private Parts (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
885,East of Eden (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
886,Marnie (1964),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
887,Cold Comfort Farm (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Nadja (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
889,Inventing the Abbotts (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
890,Bram Stoker's Dracula (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
891,Piranha (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
892,MacKenna's Gold (1969),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
894,Flipper (1996),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Turbo: A Power Rangers Movie (1997),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Broadcast News (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
897,Them! (1954),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
898,I Like It Like That (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
899,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
900,"Taking of Pelham One Two Three, The (1974)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,Oliver! (1968),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,"Endless Summer 2, The (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,Late Bloomers (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Halloween III: Season of the Witch (1983),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
905,Paradise Road (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
906,"House on Haunted Hill, The (1999)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
908,If.... (1968),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
909,Sugar Town (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Breathing Room (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911,Everything You Always Wanted to Know About Sex (1972),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Born Yesterday (1950),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
913,King of New York (1990),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
914,Young and Innocent (1937),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
915,Wild Reeds (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
916,"Texas Chainsaw Massacre, The (1974)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,Zachariah (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
918,"Place in the Sun, A (1951)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
919,Puppet Master III: Toulon's Revenge (1991),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
920,Nueba Yol (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
921,Jingle All the Way (1996),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
923,He Got Game (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,Sixteen Candles (1984),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
925,"Way of the Gun, The (2000)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
926,Prizzi's Honor (1985),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
927,For Whom the Bell Tolls (1943),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
928,"Indian in the Cupboard, The (1995)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
929,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
930,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
931,"Bronx Tale, A (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,Highlander III: The Sorcerer (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
933,Earth Vs. the Flying Saucers (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,Primal Fear (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
935,"Smile Like Yours, A (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
936,Judy Berlin (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,Babyfever (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
938,Here Comes Cookie (1935),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Santitos (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Rude (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,Drop Dead Fred (1991),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
942,Elizabeth (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
943,Disturbing Behavior (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
944,Terms of Endearment (1983),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
945,Love and Other Catastrophes (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
946,Shane (1953),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
947,Jack and Sarah (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
948,All Dogs Go to Heaven (1989),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Dudley Do-Right (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Cool Hand Luke (1967),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
951,Full Speed (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952,Polish Wedding (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Nighthawks (1981),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,Dead Man on Campus (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Stars and Bars (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Pajama Party (1964),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Lawnmower Man 2: Beyond Cyberspace (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
958,Forces of Nature (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
959,"Bone Collector, The (1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960,Black Tar Heroin: The Dark End of the Street (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
961,"House of the Spirits, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
962,Velvet Goldmine (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
963,Cobra (1925),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
964,Twin Falls Idaho (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
965,Love & Human Remains (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
966,"Pyromaniac's Love Story, A (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
967,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
968,Universal Soldier (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
969,"Lay of the Land, The (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
970,"Glass Bottom Boat, The (1966)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
971,"Rocky Horror Picture Show, The (1975)",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
972,Aiqing wansui (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,Goya in Bordeaux (Goya en Bodeos) (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
974,Cops and Robbersons (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Mimic (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
976,"King of Marvin Gardens, The (1972)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
977,That Darn Cat! (1965),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
978,"Cradle Will Rock, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,Saving Private Ryan (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980,Big Daddy (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,"Stars Fell on Henrietta, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,Higher Learning (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,Metroland (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
984,Blue Collar (1978),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
985,Rebecca (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
986,Pharaoh's Army (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987,Never Met Picasso (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
988,Angel Heart (1987),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
989,Master Ninja I (1984),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,"Negotiator, The (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
991,Groove (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
992,Nelly & Monsieur Arnaud (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
993,Heat (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
994,Dangerous Game (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
995,"Pompatus of Love, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
996,Assault on Precinct 13 (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
997,Halloween: The Curse of Michael Myers (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
998,Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999,High Fidelity (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Boricua's Bond (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1001,Two Family House (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1002,Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1003,All Quiet on the Western Front (1930),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1004,Judgment Night (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,"Story of Xinghua, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1006,Seventh Heaven (Le Septième ciel) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1007,Mulholland Falls (1996),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1008,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1009,"Bye Bye, Love (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,Groundhog Day (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1011,"Stupids, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,"Grapes of Wrath, The (1940)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1013,"Little Mermaid, The (1989)",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
