FilmID,Tittel,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Utgivelsesår,FAA
650,American Gigolo (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980.0,33.78125
651,Widows' Peak (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,40.333333333333336
652,Man of the Century (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,22.666666666666668
653,What Dreams May Come (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998.0,28.928
654,East-West (Est-ouest) (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1999.0,33.507936507936506
655,"Secret Garden, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,31.324742268041238
656,Johnny Mnemonic (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995.0,27.0609756097561
657,Immortal Beloved (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994.0,27.29861111111111
658,"Ideal Husband, An (1999)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,29.239819004524886
659,"Cowboy Way, The (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,27.28
660,Getting Even with Dad (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,28.25
661,Teaching Mrs. Tingle (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1999.0,24.25
662,Creepshow (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1982.0,26.21897810218978
663,Gang Related (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,30.0
664,No Way Out (1987),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987.0,31.942477876106196
665,"Pallbearer, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,30.22222222222222
666,"Jails, Hospitals & Hip-Hop (2000)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,29.894868
667,Taffin (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988.0,26.0
668,"Scorta, La (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993.0,29.894868
669,White Boys (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,29.894868
670,Shadrach (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,41.285714285714285
671,Jack (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,26.09375
672,Creature Comforts (1990),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,27.25
673,Striking Distance (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,31.681818181818183
674,Niagara (1953),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1953.0,37.08
675,King Kong (1976),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976.0,29.7
676,Picture Perfect (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997.0,24.703703703703702
677,Angel Baby (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,30.0
678,Iron Eagle (1986),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1986.0,30.666666666666668
679,Psycho (1960),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1960.0,30.473347547974413
680,"Fabulous Baker Boys, The (1989)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1989.0,33.317880794701985
681,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986.0,32.04294478527607
682,Iron Eagle II (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1988.0,27.125
683,"Hour of the Pig, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1993.0,25.0
684,"Other Sister, The (1999)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1999.0,28.468354430379748
685,Peeping Tom (1960),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1960.0,30.37704918032787
686,"Symphonie pastorale, La (1946)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946.0,29.894868
687,Problem Child 2 (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,17.5
688,Never Cry Wolf (1983),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1983.0,32.64625850340136
689,F/X 2 (1992),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1992.0,30.11904761904762
690,For the Love of Benji (1977),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.0,30.714285714285715
691,Dragonheart (1996),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996.0,28.611607142857142
692,All Dogs Go to Heaven 2 (1996),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996.0,27.0
693,Searching for Bobby Fischer (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,29.753086419753085
694,Taxman (1999),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,29.894868
695,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956.0,43.76923076923077
696,Bound (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1996.0,29.143661971830987
697,American Pimp (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999.0,24.896551724137932
698,"Golden Voyage of Sinbad, The (1974)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,33.46774193548387
699,"Graduate, The (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1967.0,32.2620320855615
700,"Hi-Lo Country, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1998.0,40.55555555555556
702,Breaking Away (1979),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979.0,34.08991825613079
703,My Life as a Dog (Mitt liv som hund) (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985.0,33.634453781512605
704,"Last Supper, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995.0,24.415384615384614
705,Gigi (1958),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958.0,33.398058252427184
706,Something to Sing About (1937),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1937.0,29.894868
707,"Sword in the Stone, The (1963)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.0,24.818181818181817
709,"Mighty, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,28.435294117647057
710,Bird on a Wire (1990),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,29.75
711,Godzilla (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998.0,28.25
712,Beauty and the Beast (1991),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1991.0,26.84474885844749
713,"World of Apu, The (Apur Sansar) (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1959.0,34.020833333333336
714,Air Bud (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,32.45
715,SLC Punk! (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,22.958904109589042
716,Road Trip (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,21.0
717,Two Bits (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,30.0
718,Greaser's Palace (1972),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1972.0,44.0
719,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1965.0,29.6
720,Homage (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,29.894868
721,Police Academy 4: Citizens on Patrol (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,24.545454545454547
722,Independence Day (ID4) (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1996.0,27.968145620022753
723,Wonderland (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,31.54054054054054
724,Jane Eyre (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996.0,33.851063829787236
725,Easy Virtue (1927),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1927.0,29.894868
726,Devil in a Blue Dress (1995),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1995.0,35.234693877551024
727,Glory (1989),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1989.0,29.0
728,"Crying Game, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1992.0,32.66527196652719
729,"Curse of Frankenstein, The (1957)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1957.0,35.1578947368421
730,"Mod Squad, The (1999)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,25.466666666666665
731,Phantasm III: Lord of the Dead (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994.0,16.142857142857142
732,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,35.03448275862069
733,"Avengers, The (1998)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,26.38888888888889
734,Never Talk to Strangers (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,28.333333333333332
735,Take the Money and Run (1969),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.0,32.8
736,"Last Time I Committed Suicide, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,18.0
737,Frankenstein Meets the Wolf Man (1943),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1943.0,35.142857142857146
739,Who's Harry Crumb? (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.0,28.3125
740,Sleepy Hollow (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1999.0,25.201478743068392
741,Beloved/Friend (Amigo/Amado) (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,35.0
742,Trick or Treat (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986.0,56.0
743,Prom Night III: The Last Kiss (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989.0,29.894868
744,My Favorite Year (1982),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.0,36.475935828877006
745,Fatal Instinct (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,32.473684210526315
746,"Simple Twist of Fate, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,27.333333333333332
747,"Simple Wish, A (1997)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1997.0,23.666666666666668
748,"Kid in King Arthur's Court, A (1995)",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1995.0,20.14814814814815
749,Mat' i syn (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,29.894868
750,"Outlaw Josey Wales, The (1976)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,31.836653386454184
751,Private School (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.0,30.5
752,Children of the Corn III (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994.0,43.5
753,Lake Placid (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1999.0,27.52173913043478
754,"Fistful of Dollars, A (1964)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1964.0,32.67613636363637
755,Celtic Pride (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,25.5
756,Tampopo (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,32.07303370786517
757,Mystery Science Theater 3000: The Movie (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1996.0,24.36842105263158
758,Gendernauts (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999.0,29.894868
759,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1954.0,32.24277456647399
760,Parallel Sons (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995.0,29.894868
761,American Flyers (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985.0,27.35135135135135
762,Benji the Hunted (1987),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,30.6
763,Dead Presidents (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,26.06382978723404
764,Tin Cup (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996.0,30.199095022624434
765,Auntie Mame (1958),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1958.0,34.07831325301205
766,Wing Commander (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0,25.555555555555557
767,Marathon Man (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1976.0,33.12408759124087
768,Pacific Heights (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,31.900584795321638
769,Rain (1932),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1932.0,38.583333333333336
770,Light of Day (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1987.0,33.2
771,Passion Fish (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992.0,32.895348837209305
772,Double Team (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,24.833333333333332
773,Anna and the King (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1999.0,30.76158940397351
774,Beautiful (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,31.666666666666668
775,Inspector Gadget (1999),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,23.235294117647058
776,"African Queen, The (1951)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1951.0,36.06956521739131
777,Slaves to the Underground (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,29.894868
778,Pretty in Pink (1986),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1986.0,27.721254355400696
779,In the Army Now (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1994.0,21.714285714285715
780,My Man Godfrey (1957),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1957.0,39.26229508196721
781,Swamp Thing (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1982.0,29.558823529411764
782,Bustin' Loose (1981),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,32.166666666666664
783,Iron Eagle IV (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995.0,25.0
784,Ashes of Time (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,25.0
785,Universal Soldier: The Return (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0,23.666666666666668
786,Airport 1975 (1974),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1974.0,37.642857142857146
787,Illtown (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,30.0
788,It's My Party (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,30.272727272727273
789,Lost & Found (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999.0,19.785714285714285
790,Moonstruck (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,33.57931034482758
791,Armageddon (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998.0,26.676470588235293
792,Mommie Dearest (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1981.0,30.0327868852459
793,"Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,50.0
794,Practical Magic (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998.0,29.16417910447761
795,"Sheltering Sky, The (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,39.5
796,Downhill (1927),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1927.0,29.894868
797,"Goodbye, Lover (1999)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1999.0,37.2
798,Somewhere in the City (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,29.894868
799,Waiting to Exhale (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,28.379310344827587
800,24 7: Twenty Four Seven (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,28.333333333333332
801,Walkabout (1971),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1971.0,38.19318181818182
802,Contact (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1997.0,28.745173745173744
803,Brighton Beach Memoirs (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,28.580645161290324
804,Outside Providence (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,24.677419354838708
805,For Ever Mozart (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,29.894868
806,"Other Side of Sunday, The (Søndagsengler) (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,45.0
807,Night Falls on Manhattan (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,28.52
808,"Gods Must Be Crazy, The (1980)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,30.97506234413965
809,Wisdom (1986),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,26.533333333333335
810,Shadowlands (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993.0,34.02857142857143
811,"Big Chill, The (1983)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1983.0,33.712273641851105
812,Chicken Run (2000),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,28.482593037214887
813,Breathless (1983),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1983.0,32.56
814,Wings of Desire (Der Himmel über Berlin) (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1987.0,30.21764705882353
815,I Got the Hook Up (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,25.0
816,Death Wish V: The Face of Death (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,34.5
817,Romper Stomper (1992),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992.0,27.391304347826086
818,American Pop (1981),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1981.0,31.444444444444443
819,Century (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,29.894868
820,Jerry & Tom (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,29.894868
821,Black Dog (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998.0,23.666666666666668
822,Intimate Relations (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,29.894868
823,Twister (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1996.0,29.371638141809292
824,"Odd Couple, The (1968)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.0,35.05904059040591
825,Stranger in the House (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997.0,45.0
826,"Law, The (Le Legge) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958.0,29.894868
827,"Fox and the Hound, The (1981)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,24.4031007751938
828,Matewan (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1987.0,33.38461538461539
829,Escape from the Planet of the Apes (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1971.0,30.2890625
830,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1934.0,36.61971830985915
831,"Saint, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1997.0,25.416666666666668
832,Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,27.166666666666668
833,One Night Stand (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,25.0
834,"Good Man in Africa, A (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,27.2
835,High Art (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998.0,29.6
836,Beyond Bedlam (1993),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1993.0,29.894868
837,Lilian's Story (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,29.894868
838,Father of the Bride Part II (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,27.73913043478261
839,House Arrest (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,32.75
840,"Bells, The (1926)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1926.0,37.5
841,"Collectionneuse, La (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967.0,35.0
842,I Married A Strange Person (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,24.2
843,Sleepless in Seattle (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,31.063903281519863
844,"Gods Must Be Crazy II, The (1989)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.0,30.76086956521739
845,Mr. & Mrs. Smith (1941),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1941.0,30.294117647058822
846,Eat Drink Man Woman (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,32.723404255319146
847,"Howling, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980.0,31.079545454545453
848,Serial Mom (1994),0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1994.0,27.27536231884058
850,American Buffalo (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,30.714285714285715
851,"Thing From Another World, The (1951)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1951.0,37.44186046511628
852,Koyaanisqatsi (1983),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1983.0,31.221238938053098
853,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1995.0,28.895927601809955
854,Little Big Man (1970),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1970.0,36.306372549019606
855,Stargate (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994.0,28.263157894736842
856,"Buddy Holly Story, The (1978)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1978.0,33.54545454545455
857,Hugo Pool (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997.0,35.833333333333336
858,Digging to China (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,29.894868
859,Duets (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,27.607142857142858
860,Ride (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,29.894868
861,Radio Days (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1987.0,32.56603773584906
862,"Spiral Staircase, The (1946)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1946.0,40.0
863,Body Shots (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,29.6
864,As Good As It Gets (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,28.977941176470587
865,Shakespeare in Love (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998.0,30.07910271546635
867,Arguing the World (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,33.42857142857143
868,Tigerland (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,25.285714285714285
869,Citizen Kane (1941),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1941.0,30.660399529964746
870,"Commitments, The (1991)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1991.0,31.07536231884058
871,Monsieur Verdoux (1947),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1947.0,37.44
872,"Next Best Thing, The (2000)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,27.125
873,"Firm, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1993.0,30.68433734939759
874,"13th Warrior, The (1999)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1999.0,26.837662337662337
875,Romeo and Juliet (1968),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1968.0,31.182242990654206
876,"Jackal, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997.0,28.504950495049506
